,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
226349,E7E7D3ACB0D16049,classic_bike,2021-10-12 09:12:57,2021-10-13 10:12:50,E 20 St & 2 Ave,5971,,nan,40.73587678,-73.98205027,,,member
226350,311E51F05EBCCBD8,electric_bike,2021-10-29 08:31:05,2021-10-29 08:35:04,E 40 St & 5 Ave,6474,,nan,40.752062307,-73.9816324043,,,member
226351,98DFA6B5EB524E72,classic_bike,2021-10-25 08:53:58,2021-10-26 09:53:53,FDR Drive & E 35 St,6230,,nan,40.744219,-73.97121214,,,member
226355,36334C63F479A0CC,classic_bike,2021-10-08 22:04:56,2021-10-09 23:04:51,20 Ave & 38 St,7196,,nan,40.777112,-73.902382,40.78,-73.91,casual
226357,30392DBB74ADC95D,classic_bike,2021-10-09 18:18:51,2021-10-10 19:15:31,E 20 St & 2 Ave,5971,,nan,40.73587678,-73.98205027,40.73,-74.0,casual
730309,B0AAEC136BDB5639,classic_bike,2021-10-25 07:39:52,2021-10-25 20:28:57,Sands St & Jay St,4821,,nan,40.700119,-73.9862,40.72,-73.99,member
730310,A195C1DF41B550BE,classic_bike,2021-10-29 12:42:38,2021-10-30 09:26:16,Amsterdam Ave & W 82 St,7360,,nan,40.78524672,-73.97667321,40.78,-73.99,member
730320,219772B25BB5BA25,electric_bike,2021-10-29 06:58:28,2021-10-29 07:59:25,Lexington Ave & E 111 St,7567,,nan,40.7954121,-73.9441232,40.8,-73.94,member
730321,0676A10FF7E5A018,classic_bike,2021-10-31 21:30:49,2021-10-31 21:59:37,Baltic St & 5 Ave,4208,,nan,40.6795766,-73.97854971,40.68,-73.96,member
730322,5B15F20495978A99,classic_bike,2021-10-16 16:13:09,2021-10-17 17:12:48,Graham Ave & Herbert St,5403,,nan,40.71929301,-73.94500379,,,member
730323,7E9279662D22C646,classic_bike,2021-10-14 18:52:02,2021-10-14 19:14:03,Centre St & Worth St,5279,,nan,40.71494807,-74.00234482,,,member
