,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,step
0,20816,920B0BF9C14642BF,docked_bike,2021-02-07 10:47:17,2021-02-07 14:26:44,E 116 St & 2 Ave,7563,,,40.796879,-73.937261,,,member,-1
1,20824,C3E9011833EA7F4F,docked_bike,2021-02-07 10:47:35,2021-02-07 14:24:16,E 116 St & 2 Ave,7563,,,40.796879,-73.937261,,,member,-1
2,20856,6AAA2B2AA30BF962,docked_bike,2021-02-10 15:12:05,2021-02-10 15:32:29,E 116 St & 2 Ave,7563,E 78 St & 2 Ave,7057.0,40.796879,-73.937261,40.772797,-73.955778,member,-1
3,20861,6EBD86C17BAC1068,docked_bike,2021-02-16 10:10:41,2021-02-16 10:17:30,E 116 St & 2 Ave,7563,5 Ave & E 126 St,7701.0,40.796879,-73.937261,40.80698,-73.941747,casual,-1
4,21067,E4D61581E8E9E7CB,docked_bike,2021-02-28 10:13:01,2021-02-28 10:18:18,E 116 St & 2 Ave,7563,5 Ave & E 126 St,7701.0,40.796879,-73.937261,40.80698,-73.941747,casual,-1
5,42267,63A7E3A3BA3C0602,docked_bike,2021-02-08 20:43:32,2021-02-08 21:00:32,E 116 St & 2 Ave,7563,E 81 St & 2 Ave,7121.0,40.796879,-73.937261,40.774779,-73.954275,member,-1
6,42285,B9D9F5FDB050D666,docked_bike,2021-02-21 12:53:54,2021-02-21 13:04:54,E 116 St & 2 Ave,7563,E 81 St & 2 Ave,7121.0,40.796879,-73.937261,40.77477944895728,-73.95427465438843,casual,-1
7,48731,CB337AEBFE5ACAFD,docked_bike,2021-02-25 07:26:33,2021-02-25 07:39:10,E 116 St & 2 Ave,7563,5 Ave & E 93 St,7372.0,40.796879,-73.937261,40.7857851,-73.957481,member,-1
8,51878,5A99F0B41646D2BB,docked_bike,2021-02-13 13:34:44,2021-02-13 13:45:12,E 116 St & 2 Ave,7563,E 88 St & 1 Ave,7235.0,40.796879,-73.937261,40.778301,-73.9488134,member,-1
9,61924,DD12EDC4F9546E6D,docked_bike,2021-02-06 13:14:16,2021-02-06 13:30:26,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,member,-1
10,63440,4416D01C81BDD4BF,docked_bike,2021-02-15 15:27:54,2021-02-15 15:40:00,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,member,-1
11,63441,D6034D99E7E3D6D0,docked_bike,2021-02-06 13:33:22,2021-02-06 13:45:21,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,casual,-1
12,63442,AAF912D6AFCBDA45,docked_bike,2021-02-06 14:15:51,2021-02-06 15:29:46,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,casual,-1
13,63448,7287F6367A26F33A,docked_bike,2021-02-06 14:15:23,2021-02-06 15:30:39,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,casual,-1
14,63855,DBDBD36E1BE43F1C,docked_bike,2021-02-25 12:33:55,2021-02-25 12:44:21,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,member,-1
15,64447,665E847AF9BA30C1,docked_bike,2021-02-05 15:52:47,2021-02-05 16:03:02,E 116 St & 2 Ave,7563,Lenox Ave & W 111 St,7602.0,40.796879,-73.937261,40.7987859,-73.9523,member,-1
16,65279,4E7F030B58B37274,docked_bike,2021-02-23 09:53:51,2021-02-23 09:57:13,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.8029263,-73.9379,casual,-1
17,69227,79401722843F6110,docked_bike,2021-02-06 14:25:36,2021-02-06 14:29:45,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.802926,-73.9379,member,-1
18,69233,60E809DFD2B1EDF8,docked_bike,2021-02-16 14:11:48,2021-02-16 14:18:02,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.802926,-73.9379,member,-1
19,69238,F332B341DA780EFF,docked_bike,2021-02-27 11:38:05,2021-02-27 11:41:45,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.8029263,-73.9379,member,-1
20,69244,C60BB8B7AC871F01,docked_bike,2021-02-22 16:44:45,2021-02-22 16:50:05,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.8029263,-73.9379,member,-1
21,73476,605A74A89510F5D7,docked_bike,2021-02-27 11:38:23,2021-02-27 11:41:43,E 116 St & 2 Ave,7563,E 123 St & Lexington Ave,7636.0,40.796879,-73.937261,40.8029263,-73.9379,member,-1
22,76644,2CF3F0335B6188DB,docked_bike,2021-02-24 14:27:22,2021-02-24 14:34:16,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.783964,-73.947167,member,-1
23,78382,920B0B706C8284A2,docked_bike,2021-02-21 10:55:19,2021-02-21 11:00:11,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
24,78390,1AC78681A47A4863,docked_bike,2021-02-21 08:58:43,2021-02-21 09:04:57,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
25,78394,A7C895C0D56DEE1C,docked_bike,2021-02-14 08:54:05,2021-02-14 09:00:45,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
26,78395,B39BE1733878F348,docked_bike,2021-02-09 08:56:23,2021-02-09 09:02:46,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
27,78397,15B8F59C7831D901,docked_bike,2021-02-26 16:09:47,2021-02-26 16:20:38,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,casual,-1
28,78403,19348B6A264FEF3A,docked_bike,2021-02-28 09:06:37,2021-02-28 09:13:00,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
29,78486,58321B801A1EF330,docked_bike,2021-02-26 16:09:36,2021-02-26 16:20:46,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,casual,-1
30,78524,CA76E3D699F215B3,docked_bike,2021-02-06 17:57:30,2021-02-06 18:07:19,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.783964,-73.947167,member,-1
31,78525,A50FFF1B2F08DB31,docked_bike,2021-02-24 09:07:59,2021-02-24 09:14:58,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,casual,-1
32,78531,6CC08D98FD05EF63,docked_bike,2021-02-14 10:00:37,2021-02-14 10:05:52,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
33,78540,2F65D75C2CB4A6B3,docked_bike,2021-02-20 14:19:25,2021-02-20 14:29:04,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
34,78564,F3617FFD7800C465,docked_bike,2021-02-14 09:03:59,2021-02-14 09:11:32,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
35,78567,005BE5FC98B0268C,docked_bike,2021-02-06 07:21:12,2021-02-06 07:26:27,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.783964,-73.947167,member,-1
36,78569,EDA6F1E95216457D,docked_bike,2021-02-15 08:50:57,2021-02-15 08:58:14,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
37,78570,13C50A7D2627AB59,docked_bike,2021-02-16 08:59:35,2021-02-16 09:05:24,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,casual,-1
38,78571,9FFA7AE0A292AB29,docked_bike,2021-02-13 11:03:12,2021-02-13 11:11:26,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.783964,-73.947167,member,-1
39,78712,897AE02A7475A78C,docked_bike,2021-02-15 19:59:40,2021-02-15 20:05:25,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
40,78713,3F630B68B29548DB,docked_bike,2021-02-07 08:53:46,2021-02-07 08:59:46,E 116 St & 2 Ave,7563,2 Ave & E 96 St,7338.0,40.796879,-73.937261,40.7839636,-73.9471673,member,-1
41,84411,5AEDCA05ED034150,docked_bike,2021-02-25 10:04:00,2021-02-25 10:10:24,E 116 St & 2 Ave,7563,E 110 St & Madison Ave,7587.0,40.796879,-73.937261,40.796154,-73.947821,member,-1
42,92645,EDD652C86B97253C,docked_bike,2021-02-27 13:25:59,2021-02-27 13:41:42,E 116 St & 2 Ave,7563,2 Ave & E 122 St,7622.0,40.796879,-73.937261,40.8006721,-73.9349,member,-1
43,99344,E111A0CC9BE1D998,docked_bike,2021-02-05 00:06:11,2021-02-05 00:23:59,E 116 St & 2 Ave,7563,5 Av & W 139 St,7851.0,40.796879,-73.937261,40.815484,-73.935856,member,-1
44,99345,9C4CE3B8A65FB5C4,docked_bike,2021-02-16 23:48:59,2021-02-16 23:59:26,E 116 St & 2 Ave,7563,5 Av & W 139 St,7851.0,40.796879,-73.937261,40.815484,-73.935856,member,-1
45,99346,26FC555C971BFA6F,docked_bike,2021-02-16 00:08:11,2021-02-16 00:17:51,E 116 St & 2 Ave,7563,5 Av & W 139 St,7851.0,40.796879,-73.937261,40.815484,-73.935856,member,-1
46,99378,327DC7091CA4B460,docked_bike,2021-02-12 09:05:16,2021-02-12 09:21:04,E 116 St & 2 Ave,7563,Frederick Douglass Blvd & W 117 St,7688.0,40.796879,-73.937261,40.805159,-73.954692,member,-1
47,99380,CA0BB2DCE4C7152E,docked_bike,2021-02-25 11:38:18,2021-02-25 11:45:27,E 116 St & 2 Ave,7563,Frederick Douglass Blvd & W 117 St,7688.0,40.796879,-73.937261,40.805159,-73.954692,member,-1
48,100052,F8B6853899B3CAA2,docked_bike,2021-02-25 21:15:33,2021-02-25 21:25:01,5 Ave & E 103 St,7511,E 116 St & 2 Ave,7563.0,40.792255,-73.952499,40.796879,-73.937261,member,1
49,100053,35329305C2B9231F,docked_bike,2021-02-13 21:52:39,2021-02-13 22:04:35,5 Ave & E 103 St,7511,E 116 St & 2 Ave,7563.0,40.792255,-73.952499,40.796879,-73.937261,member,1
50,100056,0B34063312837214,docked_bike,2021-02-25 10:52:21,2021-02-25 11:17:14,W 95 St & Broadway,7541,E 116 St & 2 Ave,7563.0,40.79377,-73.971888,40.796879,-73.937261,member,1
51,100103,E4A90871A275C894,docked_bike,2021-02-28 10:58:05,2021-02-28 11:02:34,E 128 St & 3 Ave,7696,E 116 St & 2 Ave,7563.0,40.805631,-73.934077,40.796879,-73.937261,casual,1
52,100107,E1432C7913CC131F,docked_bike,2021-02-27 17:01:09,2021-02-27 17:11:42,1 Ave & E 78 St,7020,E 116 St & 2 Ave,7563.0,40.771404,-73.953516,40.796879,-73.937261,member,1
53,100114,0F7017A319231E02,docked_bike,2021-02-21 08:46:18,2021-02-21 09:06:25,W 87 St & Amsterdam Ave,7458,E 116 St & 2 Ave,7563.0,40.78839,-73.9747,40.796879,-73.937261,member,1
54,100115,A58E71148A9F42B9,docked_bike,2021-02-27 09:23:26,2021-02-27 09:44:56,W 87 St & Amsterdam Ave,7458,E 116 St & 2 Ave,7563.0,40.78839,-73.9747,40.796879,-73.937261,member,1
55,100127,BA3EDA84DCE19A2E,docked_bike,2021-02-06 08:40:43,2021-02-06 08:49:50,E 82 St & East End Ave,7049,E 116 St & 2 Ave,7563.0,40.772461,-73.946821,40.796879,-73.937261,member,1
56,100139,45904FD8D8081A30,docked_bike,2021-02-04 17:13:13,2021-02-04 17:26:45,Adam Clayton Powell Blvd & W 130 St,7774,E 116 St & 2 Ave,7563.0,40.812346,-73.946168,40.796879,-73.937261,member,1
57,100185,58C34C6FFF20D4B6,docked_bike,2021-02-06 15:17:39,2021-02-06 15:44:50,E 98 St & Park Ave,7443,E 116 St & 2 Ave,7563.0,40.78813,-73.95206,40.796879,-73.937261,member,1
58,100187,03171AC3E725F313,docked_bike,2021-02-06 21:50:25,2021-02-06 21:53:58,1 Ave & E 110 St,7522,E 116 St & 2 Ave,7563.0,40.792327,-73.9383,40.796879,-73.937261,casual,1
59,100195,BED8377C24344463,docked_bike,2021-02-13 22:58:39,2021-02-13 23:17:57,W 87 St & West End Ave,7484,E 116 St & 2 Ave,7563.0,40.789622,-73.97757,40.796879,-73.937261,member,1
60,100197,8AF420304B7DCC85,docked_bike,2021-02-26 13:17:10,2021-02-26 13:23:56,Madison Ave & E 120 St,7667,E 116 St & 2 Ave,7563.0,40.80295,-73.942954,40.796879,-73.937261,member,1
61,100208,EC4ABC4438DFC495,docked_bike,2021-02-05 19:38:27,2021-02-05 20:14:51,E 33 St & 5 Ave,6322,E 116 St & 2 Ave,7563.0,40.747659,-73.984907,40.796879,-73.937261,member,1
