,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,step
0,45863,464B906712A22AAE,docked_bike,2021-02-28 15:35:41,2021-02-28 15:56:26,Sheridan Ave & E 168 St,8160,Lafayette Ave & Hunts Point Ave,7883.0,40.835334,-73.9154,40.816567,-73.888161,casual,-1
1,64394,B73660B84A3AEBB3,docked_bike,2021-02-12 14:56:07,2021-02-12 14:59:38,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,member,-1
2,64395,6D1BA3ACDCC59002,docked_bike,2021-02-24 15:50:17,2021-02-24 15:52:48,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,member,-1
3,64423,2565534ADB7C2A21,docked_bike,2021-02-21 21:02:11,2021-02-21 21:05:09,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,member,-1
4,64427,48CF721F531519E8,docked_bike,2021-02-15 02:05:58,2021-02-15 02:08:22,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,member,-1
5,64429,F956B477259E3FED,docked_bike,2021-02-10 14:08:07,2021-02-10 14:11:04,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,casual,-1
6,64443,B0A01A2894F2F09F,docked_bike,2021-02-05 14:31:07,2021-02-05 14:34:53,Sheridan Ave & E 168 St,8160,Grand Concourse & E 166 St,8092.0,40.835334,-73.9154,40.83196,-73.91956,member,-1
7,93997,6323A16B157DF8EF,docked_bike,2021-02-24 22:34:35,2021-02-24 22:40:19,Sheridan Ave & E 168 St,8160,E 157 St & River Ave,8005.0,40.835334,-73.9154,40.825737,-73.927311,casual,-1
8,94024,FE46892C43A1CD1A,docked_bike,2021-02-05 20:26:34,2021-02-05 20:42:06,Sheridan Ave & E 168 St,8160,Grand Concourse & E 144 St,7845.0,40.835334,-73.9154,40.816576,-73.927987,member,-1
9,106959,77ED151544C18556,docked_bike,2021-02-08 20:31:44,2021-02-08 20:51:59,Sheridan Ave & E 168 St,8160,E 155 St & Courtlandt Ave,7940.0,40.835334,-73.9154,40.82057,-73.917579,member,-1
10,107096,4B5C91617B690528,docked_bike,2021-02-26 07:57:29,2021-02-26 07:59:54,Sheridan Ave & E 168 St,8160,E 170 St & Sheridan Ave,8194.0,40.835334,-73.9154,40.838315,-73.912604,member,-1
11,127145,1058B77FB65EF669,docked_bike,2021-02-04 20:28:17,2021-02-04 20:58:16,Sheridan Ave & E 168 St,8160,Lexington Ave & E 128 St,7716.0,40.835334,-73.9154,40.806414,-73.936085,member,-1
12,159772,280FF39CAF544C76,docked_bike,2021-02-12 16:36:55,2021-02-12 16:46:50,Sheridan Ave & E 168 St,8160,E 138 St & Grand Concourse,7803.0,40.835334,-73.9154,40.813224,-73.930605,member,-1
13,203946,DBA26DF06786238E,docked_bike,2021-02-25 13:19:55,2021-02-25 13:56:15,Sheridan Ave & E 168 St,8160,E 85 St & 3 Ave,7212.0,40.835334,-73.9154,40.778012,-73.954071,casual,-1
14,220790,A2FCDC6CF75400C9,docked_bike,2021-02-21 02:20:34,2021-02-21 02:35:31,Sheridan Ave & E 168 St,8160,Bradhurst Ave & W 148 St,7992.0,40.835334,-73.9154,40.825125,-73.941616,casual,-1
15,268565,2C948EC74AAA92BB,docked_bike,2021-02-04 00:07:48,2021-02-04 00:30:26,Sheridan Ave & E 168 St,8160,Fulton Ave & E 168 St,8084.0,40.835334,-73.9154,40.830471,-73.904556,casual,-1
16,268567,2A0BD28BC6DC26A6,docked_bike,2021-02-24 13:59:08,2021-02-24 14:05:56,Sheridan Ave & E 168 St,8160,Sheridan Ave & E 172 St,8229.0,40.835334,-73.9154,40.840494,-73.911479,member,-1
17,323591,11FC9A353A07B62E,docked_bike,2021-02-27 17:24:33,2021-02-27 17:58:15,Gerard Ave & McClellan St,8145,Sheridan Ave & E 168 St,8160.0,40.833909,-73.92112,40.835334,-73.9154,casual,1
18,323775,717E732F90964670,docked_bike,2021-02-16 14:32:18,2021-02-16 14:41:10,E 157 St & River Ave,8005,Sheridan Ave & E 168 St,8160.0,40.825737,-73.927311,40.835334,-73.9154,casual,1
19,323785,C62BA3ABBBD3E4F2,docked_bike,2021-02-23 13:31:38,2021-02-23 13:38:40,E 157 St & River Ave,8005,Sheridan Ave & E 168 St,8160.0,40.825737,-73.927311,40.835334,-73.9154,casual,1
20,323789,472E0095BBB04AFE,docked_bike,2021-02-28 16:01:28,2021-02-28 16:07:41,E 157 St & River Ave,8005,Sheridan Ave & E 168 St,8160.0,40.825737,-73.927311,40.835334,-73.9154,casual,1
21,323817,B88966A563D90A18,docked_bike,2021-02-14 17:25:49,2021-02-14 17:33:44,E 157 St & River Ave,8005,Sheridan Ave & E 168 St,8160.0,40.825737,-73.927311,40.835334,-73.9154,casual,1
22,324379,FDC5249244474862,docked_bike,2021-02-27 13:46:10,2021-02-27 13:55:31,River Ave & E 153 St,8005,Sheridan Ave & E 168 St,8160.0,40.82441,-73.92818,40.835334,-73.9154,casual,1
23,324390,4FA05B8EF59FDA71,docked_bike,2021-02-25 16:04:24,2021-02-25 16:10:39,River Ave & E 153 St,8005,Sheridan Ave & E 168 St,8160.0,40.82441,-73.92818,40.835334,-73.9154,casual,1
24,324391,ECFC4E3D5E7E4DEC,docked_bike,2021-02-21 13:59:43,2021-02-21 14:07:57,River Ave & E 153 St,8005,Sheridan Ave & E 168 St,8160.0,40.82441,-73.92818,40.835334,-73.9154,casual,1
25,324404,D0EAB2CB6C14B75D,docked_bike,2021-02-24 13:15:08,2021-02-24 13:22:40,River Ave & E 153 St,8005,Sheridan Ave & E 168 St,8160.0,40.82441,-73.92818,40.835334,-73.9154,casual,1
26,324892,A876506235DBCD88,docked_bike,2021-02-26 07:53:57,2021-02-26 07:56:56,Grand Concourse & E 166 St,8092,Sheridan Ave & E 168 St,8160.0,40.83196,-73.91956,40.835334,-73.9154,member,1
27,325285,79FDC9A0387E6F82,docked_bike,2021-02-13 15:14:57,2021-02-13 15:40:43,E 147 St & Bergen Ave,7840,Sheridan Ave & E 168 St,8160.0,40.814673,-73.91839,40.835334,-73.9154,casual,1
28,325398,895EF79418587ECE,docked_bike,2021-02-24 12:46:24,2021-02-24 12:47:48,Grand Concourse & E 167 St,8126,Sheridan Ave & E 168 St,8160.0,40.834263,-73.917641,40.835334,-73.9154,member,1
29,327536,639B962F17C77ECA,docked_bike,2021-02-06 12:17:59,2021-02-06 12:39:03,E 153 St & E 157 St,8025,Sheridan Ave & E 168 St,8160.0,40.826677,-73.929327,40.835334,-73.9154,member,1
30,328060,4A62932575917B32,docked_bike,2021-02-28 20:03:24,2021-02-28 20:10:23,Sheridan Ave & E 168 St,8160,Sheridan Ave & E 168 St,8160.0,40.835334,-73.9154,40.835334,-73.9154,casual,0
31,328271,A5952D7CC0A0C2CD,docked_bike,2021-02-28 20:02:35,2021-02-28 20:10:36,Sheridan Ave & E 168 St,8160,Sheridan Ave & E 168 St,8160.0,40.835334,-73.9154,40.835334,-73.9154,casual,0
32,404043,F3AEE3799C1D2012,docked_bike,2021-02-23 10:18:14,2021-02-23 11:12:04,Sheridan Ave & E 168 St,8160,Washington Ave & E 163 St,7995.0,40.835334,-73.9154,40.824,-73.91089,casual,-1
