,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,step
0,73984,77551B7CA590E978,docked_bike,2021-05-31 15:11:47,2021-05-31 15:43:38,Grand Concourse & E 203 St,8734,Riverside Dr & W 145 St,8018.0,40.87382,-73.88661,40.827305,-73.951989,casual,-1
1,371123,90AB00A67219CB38,docked_bike,2021-05-31 15:13:39,2021-05-31 16:07:55,Grand Concourse & E 203 St,8734,Tiebout Ave & E Fordham Road,8546.0,40.87382,-73.88661,40.861915,-73.894831,casual,-1
2,1371203,3C76BCFE50A6770E,docked_bike,2021-05-31 20:51:24,2021-05-31 21:21:09,Riverside Dr & W 148 St,8054,Grand Concourse & E 203 St,8734.0,40.829114,-73.950426,40.87382,-73.88661,casual,1
3,1371473,85EFDF6DBBDA2DAE,docked_bike,2021-05-31 02:05:20,2021-05-31 02:22:38,3 Ave & E 174 St - Bathgate Vaccination Site,8241,Grand Concourse & E 203 St,8734.0,40.84224,-73.8985,40.87382,-73.88661,casual,1
4,1373999,CA0980BF7A07CD40,docked_bike,2021-05-28 14:20:30,2021-05-28 15:42:06,Concourse Village East & E 158 St,8000,Grand Concourse & E 203 St,8734.0,40.823732,-73.919379,40.87382,-73.88661,casual,1
5,1628765,5D3149CE9E15F966,docked_bike,2021-05-31 17:36:22,2021-05-31 19:05:34,Marion Ave & Mosholu Pkwy,8699,Grand Concourse & E 203 St,8734.0,40.870495,-73.881875,40.87382,-73.88661,member,1
6,1628778,B4E526C8B75CE783,docked_bike,2021-05-31 17:36:42,2021-05-31 19:05:52,Marion Ave & Mosholu Pkwy,8699,Grand Concourse & E 203 St,8734.0,40.870495,-73.881875,40.87382,-73.88661,member,1
7,1630291,DD9D32D5287EAFDB,docked_bike,2021-05-31 13:52:31,2021-05-31 14:03:26,Tiebout Ave & E Fordham Road,8546,Grand Concourse & E 203 St,8734.0,40.861915,-73.894831,40.87382,-73.88661,member,1
0,10226,9A0BAFD05C85828F,electric_bike,2021-06-01 07:36:39,2021-06-01 07:40:13,Grand Concourse & E 197 St,8667,Grand Concourse & E 203 St,8734.0,40.86945,-73.89148,40.87382,-73.88661,casual,1
1,10227,08F8C6DD6318D2D9,electric_bike,2021-06-02 07:33:10,2021-06-02 07:36:22,Grand Concourse & E 197 St,8667,Grand Concourse & E 203 St,8734.0,40.86945,-73.89148,40.87382,-73.88661,casual,1
2,14317,EB0AA72F4E831634,docked_bike,2021-06-17 18:31:21,2021-06-17 19:37:42,Grand Concourse & E 203 St,8734,,,40.87382,-73.88661,,,casual,-1
3,14556,0FC506053723D665,electric_bike,2021-06-16 18:08:20,2021-06-17 19:08:15,Grand Concourse & E 203 St,8734,,,40.87382,-73.88661,,,casual,-1
4,22587,59D4C2E0FD632FED,electric_bike,2021-06-25 19:40:18,2021-06-25 19:41:37,Jerome Ave & Bedford Park Blvd E,8734,Jerome Ave & Bedford Park Blvd E,8734.0,40.87307,-73.88971,40.87307,-73.88971,casual,0
5,22600,785F4264786D72CA,electric_bike,2021-06-20 08:48:51,2021-06-20 09:11:36,Jerome Ave & E Mosholu Parkway S,8795,Jerome Ave & Bedford Park Blvd E,8734.0,40.87935,-73.88534,40.87307,-73.88971,member,1
6,22705,800566F5685E8212,electric_bike,2021-06-19 16:29:26,2021-06-19 16:34:24,Jerome Ave & W Fordham Rd,8586,Jerome Ave & Bedford Park Blvd E,8734.0,40.86294,-73.90108,40.87307,-73.88971,member,1
7,23845,885CB9E566039027,electric_bike,2021-06-02 18:55:29,2021-06-02 19:04:40,Grand Concourse & E 203 St,8734,Goulden Ave & W 197 St,8707.0,40.87382,-73.88661,40.87156,-73.89714,casual,-1
8,54550,0CD77EC9005386D1,docked_bike,2021-06-19 13:44:16,2021-06-19 14:20:50,Grand Concourse & E 203 St,8734,Grand Concourse & E 192 St,8601.0,40.87382,-73.88661,40.86448,-73.89522,casual,-1
9,78499,FE696CC5680CC732,electric_bike,2021-06-10 18:20:11,2021-06-10 18:44:09,Grand Concourse & E 203 St,8734,Edgecombe Ave & W 167 St,8187.0,40.87382,-73.88661,40.838191,-73.936085,member,-1
10,79196,625FBAEDD705AD67,electric_bike,2021-06-20 16:48:39,2021-06-20 16:53:04,Grand Concourse & E 203 St,8734,Bedford Park Blvd & Paul Ave,8752.0,40.87382,-73.88661,40.87444,-73.89186,casual,-1
11,102333,74364BB7A8719DB6,classic_bike,2021-06-23 15:30:02,2021-06-23 15:41:58,Jerome Ave & E Mosholu Parkway S,8795,Grand Concourse & E 203 St,8734.0,40.87935,-73.88534,40.87382,-73.88661,casual,1
12,102496,6B527A6CFEA954DC,electric_bike,2021-06-10 17:28:29,2021-06-10 18:03:12,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
13,102633,FE8E28786C4C6A04,electric_bike,2021-06-07 10:46:09,2021-06-07 11:20:22,Grand Concourse & E 203 St,8734,University Ave & W 168 St,8183.0,40.87382,-73.88661,40.838706,-73.927034,member,-1
14,102693,0C143DFE3CAD5F05,electric_bike,2021-06-20 16:44:15,2021-06-20 16:51:05,Tiebout Ave & E Fordham Road,8546,Grand Concourse & E 203 St,8734.0,40.861915,-73.894831,40.87382,-73.88661,casual,1
15,102730,E6A34D25219A9A51,electric_bike,2021-06-02 14:03:14,2021-06-02 14:27:06,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
16,102764,F61A1356F4EDBE75,docked_bike,2021-06-16 18:10:13,2021-06-16 18:42:43,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
17,102765,D8E7DBA1D930927B,electric_bike,2021-06-01 11:22:30,2021-06-01 11:41:45,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
18,102777,BAB8CE6D2C26E2E4,electric_bike,2021-06-21 18:45:12,2021-06-21 19:01:26,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
19,102916,5A2C95B57E9327A2,electric_bike,2021-06-02 17:35:07,2021-06-02 17:43:13,Bedford Park Blvd & Paul Ave,8752,Grand Concourse & E 203 St,8734.0,40.87444,-73.89186,40.87382,-73.88661,member,1
20,103026,5C66FAE6E4BC19FD,docked_bike,2021-06-02 18:09:35,2021-06-02 18:38:44,Bedford Park Blvd & Paul Ave,8752,Grand Concourse & E 203 St,8734.0,40.87444,-73.89186,40.87382,-73.88661,casual,1
21,103101,F5928CC1D0D1079A,classic_bike,2021-06-27 23:48:51,2021-06-28 00:07:48,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
22,103130,C8BFA02C222E4063,electric_bike,2021-06-19 14:12:15,2021-06-19 14:17:03,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
23,103147,F9C5ADF5F2A4A888,electric_bike,2021-06-14 19:25:45,2021-06-14 19:29:55,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
24,103170,F43E274F6E6BC300,classic_bike,2021-06-25 22:49:56,2021-06-25 22:57:18,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
25,103181,882C34214E92EAA0,classic_bike,2021-06-26 19:50:12,2021-06-26 19:54:34,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
26,103211,2E0D8EE708FDE3F2,electric_bike,2021-06-20 16:53:45,2021-06-20 17:09:24,Bedford Park Blvd & Paul Ave,8752,Grand Concourse & E 203 St,8734.0,40.87444,-73.89186,40.87382,-73.88661,casual,1
27,103357,F3366FA05FB83EAF,docked_bike,2021-06-18 23:00:09,2021-06-18 23:01:58,Grand Concourse & E 205 St,8766,Grand Concourse & E 203 St,8734.0,40.875531,-73.886386,40.87382,-73.88661,casual,1
28,103654,CA5D1ECA534B18A3,electric_bike,2021-06-10 17:28:54,2021-06-10 17:38:44,Tiebout Ave & E Fordham Road,8546,Grand Concourse & E 203 St,8734.0,40.861915,-73.894831,40.87382,-73.88661,casual,1
29,103682,7CAD58A083825DA5,docked_bike,2021-06-03 17:52:43,2021-06-03 19:12:44,Grand Concourse & E 203 St,8734,Grand Concourse & E 203 St,8734.0,40.87382,-73.88661,40.87382,-73.88661,casual,0
30,103790,8DF48A56BEDB2A92,docked_bike,2021-06-10 19:24:45,2021-06-10 19:41:36,Botanical Sq & Webster Ave,8646,Grand Concourse & E 203 St,8734.0,40.86814,-73.88145,40.87382,-73.88661,casual,1
31,103954,237B10D2F7DD0CEB,electric_bike,2021-06-06 21:08:33,2021-06-06 21:29:04,Marion Ave & Mosholu Pkwy,8699,Grand Concourse & E 203 St,8734.0,40.870495,-73.881875,40.87382,-73.88661,casual,1
32,103963,4589EF30EFB0A12E,electric_bike,2021-06-06 21:11:16,2021-06-06 21:28:35,Marion Ave & Mosholu Pkwy,8699,Grand Concourse & E 203 St,8734.0,40.870495,-73.881875,40.87382,-73.88661,casual,1
33,104028,41D35A109C543DA8,electric_bike,2021-06-05 22:45:24,2021-06-05 22:49:40,Marion Ave & Mosholu Pkwy,8699,Grand Concourse & E 203 St,8734.0,40.870495,-73.881875,40.87382,-73.88661,casual,1
34,123832,EAB2FEEC0069A592,electric_bike,2021-06-02 16:26:09,2021-06-02 16:35:11,Grand Concourse & E 203 St,8734,Valentine Ave & E 183 St,8472.0,40.87382,-73.88661,40.856987,-73.898237,casual,-1
35,123841,C6337B850A2F081A,electric_bike,2021-06-17 17:16:48,2021-06-17 19:23:25,Grand Concourse & E 203 St,8734,Valentine Ave & E 183 St,8472.0,40.87382,-73.88661,40.856987,-73.898237,casual,-1
36,128248,D33B04A8079E22B2,electric_bike,2021-06-20 16:20:38,2021-06-20 16:28:11,Grand Concourse & E 203 St,8734,Jerome Ave & W 193 St,8619.0,40.87382,-73.88661,40.86659,-73.89794,casual,-1
37,175412,E5875156C02495CE,electric_bike,2021-06-06 09:23:30,2021-06-06 09:42:47,Grand Concourse & E 203 St,8734,Grand Concourse & E 171 St,8194.0,40.87382,-73.88661,40.839549,-73.913004,casual,-1
38,180337,B8327260F81102C9,classic_bike,2021-06-30 16:15:16,2021-06-30 16:40:29,Grand Concourse & E 203 St,8734,Goulden Ave & W 205 St,8799.0,40.87382,-73.88661,40.87812,-73.89192,casual,-1
39,181840,976659EE7860326A,docked_bike,2021-06-17 18:31:58,2021-06-17 18:40:29,Grand Concourse & E 203 St,8734,Goulden Ave & W 205 St,8799.0,40.87382,-73.88661,40.87812,-73.89192,casual,-1
40,184778,C884A899DA985C99,electric_bike,2021-06-23 17:09:55,2021-06-23 17:12:44,Jerome Ave & Bedford Park Blvd E,8734,Grand Concourse & E 197 St,8667.0,40.87307,-73.88971,40.86945,-73.89148,casual,-1
41,184785,374D3CDCACE9D1A5,docked_bike,2021-06-15 19:07:16,2021-06-15 19:11:21,Jerome Ave & Bedford Park Blvd E,8734,Grand Concourse & E 197 St,8667.0,40.87307,-73.88971,40.86945,-73.89148,casual,-1
42,191386,3D4D21B2ED851961,classic_bike,2021-06-23 09:47:54,2021-06-23 10:16:31,Jerome Ave & Bedford Park Blvd E,8734,Jerome Ave & W 193 St,8619.0,40.87307,-73.88971,40.86659,-73.89794,casual,-1
43,197426,D11FC514F42223EE,electric_bike,2021-06-07 15:09:22,2021-06-07 16:28:15,Grand Concourse & E 203 St,8734,Frederick Douglass Blvd & W 129 St,7795.0,40.87382,-73.88661,40.8125511,-73.9492286,casual,-1
44,209315,096CA84FF77236DC,electric_bike,2021-06-30 18:03:49,2021-06-30 18:20:59,Grand Concourse & E 203 St,8734,Grand Concourse & E 167 St,8126.0,40.87382,-73.88661,40.834263,-73.917641,member,-1
45,213115,4FB3B14D9EE5615C,electric_bike,2021-06-02 09:35:49,2021-06-02 22:08:05,Grand Concourse & E 203 St,8734,Southern Blvd & Avenue St. John,7767.0,40.87382,-73.88661,40.812769,-73.901583,casual,-1
46,228463,5E21BA2E49C0F5DC,electric_bike,2021-06-06 12:15:50,2021-06-06 13:07:51,Grand Concourse & E 203 St,8734,Wadsworth Ave & W 175 St,8299.0,40.87382,-73.88661,40.846052,-73.937648,member,-1
47,242176,B1C8BED6AE635F9A,electric_bike,2021-06-05 16:45:04,2021-06-05 17:14:22,Broadway & W 185 St,8416,Grand Concourse & E 203 St,8734.0,40.852538,-73.93441,40.87382,-73.88661,casual,1
48,242271,D07B94629CB10669,classic_bike,2021-06-25 07:23:39,2021-06-25 07:31:41,Goulden Ave & W 197 St,8707,Grand Concourse & E 203 St,8734.0,40.87156,-73.89714,40.87382,-73.88661,casual,1
49,242562,F55130862F01188D,classic_bike,2021-06-27 23:55:10,2021-06-28 00:07:19,Grand Concourse & E 196 St,8635,Grand Concourse & E 203 St,8734.0,40.86767,-73.89286,40.87382,-73.88661,casual,1
50,242633,3EB9BB7F6700DA80,electric_bike,2021-06-17 21:23:11,2021-06-17 21:35:36,Creston Ave & E 181 St,8456,Grand Concourse & E 203 St,8734.0,40.8549,-73.90281,40.87382,-73.88661,casual,1
51,242688,5CFC6043434FD71E,docked_bike,2021-06-20 16:09:53,2021-06-20 16:19:11,Decatur Ave & Bedford Park Blvd,8664,Grand Concourse & E 203 St,8734.0,40.86813,-73.88412,40.87382,-73.88661,casual,1
52,242760,036F5CCB7737A81A,electric_bike,2021-06-26 08:51:16,2021-06-26 09:07:58,Grand Concourse & E 192 St,8601,Grand Concourse & E 203 St,8734.0,40.86448,-73.89522,40.87382,-73.88661,casual,1
53,242792,9DA26783FFFDAC10,electric_bike,2021-06-16 16:15:17,2021-06-16 16:20:28,Grand Concourse & E 192 St,8601,Grand Concourse & E 203 St,8734.0,40.86448,-73.89522,40.87382,-73.88661,casual,1
54,242818,A2C72C2F8D51D2E6,electric_bike,2021-06-01 09:10:02,2021-06-01 09:20:23,Grand Concourse & E 192 St,8601,Grand Concourse & E 203 St,8734.0,40.86448,-73.89522,40.87382,-73.88661,casual,1
55,242839,33595C75DA650E3E,electric_bike,2021-06-24 21:19:40,2021-06-24 21:22:58,Grand Concourse & E 197 St,8667,Grand Concourse & E 203 St,8734.0,40.86945,-73.89148,40.87382,-73.88661,casual,1
56,242857,6CD20D7B004ADF68,classic_bike,2021-06-24 20:00:31,2021-06-24 20:39:36,Grand Concourse & E 197 St,8667,Grand Concourse & E 203 St,8734.0,40.86945,-73.89148,40.87382,-73.88661,member,1
57,242862,CB0E0D3F6F08DB06,electric_bike,2021-06-02 07:33:28,2021-06-02 07:36:23,Grand Concourse & E 197 St,8667,Grand Concourse & E 203 St,8734.0,40.86945,-73.89148,40.87382,-73.88661,casual,1
