,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,step
0,110919,ED479624B90476FF,docked_bike,2021-02-27 14:21:49,2021-02-27 15:03:10,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,member,0
1,112331,3EEE23FB3A04CB7F,docked_bike,2021-02-26 10:41:29,2021-02-26 11:07:25,Eastern Pkwy & Washington Ave,3928,44 St & 2 Ave,3356.0,40.671649,-73.963114,40.652502,-74.013587,member,1
2,223918,98F72FE93B0032BA,docked_bike,2021-02-26 15:39:50,2021-02-26 15:46:27,44 St & 2 Ave,3356,44 St & 6 Ave,3233.0,40.652502,-74.013587,40.647105,-74.004483,member,-1
0,773,A329C754DF532266,docked_bike,2021-03-26 19:54:27,2021-03-26 20:14:42,44 St & 2 Ave,3356,14 St & 7 Ave,3731.0,40.652502,-74.013587,40.663779,-73.98396846,member,-1
1,9172,D558B7B501AB0A75,docked_bike,2021-03-09 17:57:23,2021-03-09 18:39:59,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
2,9178,ABD277216F6311AE,docked_bike,2021-03-31 15:09:04,2021-03-31 15:27:47,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
3,21596,8568F549AC2B199C,docked_bike,2021-03-20 10:18:01,2021-03-20 10:23:53,44 St & 2 Ave,3356,2 Av & 37 St,3460.0,40.652502,-74.013587,40.656326,-74.009627,member,-1
4,26259,804E745ABC889C96,docked_bike,2021-03-21 20:53:45,2021-03-21 20:58:04,44 St & 2 Ave,3356,41 St & 4 Ave,3347.0,40.652502,-74.013587,40.651354,-74.007168,member,-1
5,28397,BC3BCA4F0494DE5A,docked_bike,2021-03-12 13:29:06,2021-03-12 13:40:23,44 St & 2 Ave,3356,2 Ave & 36 St,3460.0,40.652502,-74.013587,40.657089,-74.008702,member,-1
6,28406,CF96E27CC77D5D3E,docked_bike,2021-03-12 13:32:23,2021-03-12 13:40:12,44 St & 2 Ave,3356,2 Ave & 36 St,3460.0,40.652502,-74.013587,40.657089,-74.008702,casual,-1
7,30491,8862DB664CC7BADE,docked_bike,2021-03-16 11:45:53,2021-03-16 12:20:39,Berkeley Pl & 7 Ave,4051,44 St & 2 Ave,3356.0,40.675146,-73.975232,40.652502,-74.013587,member,1
8,30494,867605666025BF99,docked_bike,2021-03-09 14:10:24,2021-03-09 14:11:50,48 St & 2 Ave,3283,44 St & 2 Ave,3356.0,40.650176,-74.015606,40.652502,-74.013587,member,1
9,30562,6E2823C2D4B55B7C,docked_bike,2021-03-01 10:08:40,2021-03-01 10:21:00,42 St & 1 Ave,3428,44 St & 2 Ave,3356.0,40.654798,-74.014372,40.652502,-74.013587,member,1
10,49424,4BF07FA98785CDFC,docked_bike,2021-03-08 12:07:29,2021-03-08 12:17:15,44 St & 2 Ave,3356,30 St & 4 Ave,3564.0,40.652502,-74.013587,40.657743,-74.001141,member,-1
11,62063,3059073485624114,docked_bike,2021-03-31 15:06:29,2021-03-31 15:27:53,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
12,62091,BB361A94A82424FA,docked_bike,2021-03-09 18:00:11,2021-03-09 18:41:52,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
13,62112,786EF55F5BD6ACBA,docked_bike,2021-03-27 18:28:27,2021-03-27 18:29:03,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
14,62127,0C4F3668219284EF,docked_bike,2021-03-10 16:42:39,2021-03-10 17:15:31,44 St & 2 Ave,3356,44 St & 2 Ave,3356.0,40.652502,-74.013587,40.652502,-74.013587,casual,0
15,62273,3E4E614AF544E061,docked_bike,2021-03-26 19:31:00,2021-03-26 19:52:38,44 St & 3 Ave,3315,44 St & 2 Ave,3356.0,40.651173,-74.011405,40.652502,-74.013587,member,1
16,82207,9FB3F53433F85F8C,docked_bike,2021-03-23 17:53:22,2021-03-23 18:08:39,44 St & 2 Ave,3356,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,3178.0,40.652502,-74.013587,40.646377,-74.023087,casual,-1
17,83451,2FE38ABF9BE6F6E9,docked_bike,2021-03-20 18:57:54,2021-03-20 19:06:44,44 St & 2 Ave,3356,64 St & 3 Ave,2971.0,40.652502,-74.013587,40.639978,-74.02324,casual,-1
18,107593,B45D382F761082E3,docked_bike,2021-03-10 14:10:38,2021-03-10 14:15:24,44 St & 2 Ave,3356,2 Ave & 36 St,3460.0,40.652502,-74.013587,40.65708866668485,-74.00870203971863,member,-1
19,138654,41CE54B6F5AD455A,docked_bike,2021-03-21 20:49:08,2021-03-21 20:53:12,53 St & 2 Ave,3211,44 St & 2 Ave,3356.0,40.64744,-74.018846,40.652502,-74.013587,member,1
20,138659,688067CE60B60E28,docked_bike,2021-03-27 12:33:59,2021-03-27 12:38:42,53 St & 2 Ave,3211,44 St & 2 Ave,3356.0,40.64744,-74.018846,40.652502,-74.013587,member,1
21,138852,B87E9C1123687167,docked_bike,2021-03-31 17:03:48,2021-03-31 17:17:48,Caton Ave & E 10 St,3230,44 St & 2 Ave,3356.0,40.648481,-73.97058,40.652502,-74.013587,member,1
22,138854,A691B739C72EA794,docked_bike,2021-03-21 13:01:27,2021-03-21 13:12:54,53 St & 4 Ave,3169,44 St & 2 Ave,3356.0,40.644862,-74.014531,40.652502,-74.013587,casual,1
23,138856,331CD0745898DCC2,docked_bike,2021-03-21 13:01:36,2021-03-21 13:12:43,53 St & 4 Ave,3169,44 St & 2 Ave,3356.0,40.644862,-74.014531,40.652502,-74.013587,casual,1
24,175616,7084A7A117A1D79A,docked_bike,2021-03-26 13:23:21,2021-03-26 13:35:45,24 St & 5 Ave,3555,44 St & 2 Ave,3356.0,40.659555,-73.995068,40.652502,-74.013587,casual,1
25,175701,BAEB9D730B29A71B,docked_bike,2021-03-20 17:01:32,2021-03-20 18:04:03,44 St & 3 Ave,3315,44 St & 2 Ave,3356.0,40.651173,-74.011405,40.652502,-74.013587,casual,1
26,175721,B208E78C7B28957C,docked_bike,2021-03-09 15:27:26,2021-03-09 15:38:38,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,3138,44 St & 2 Ave,3356.0,40.644512,-74.021506,40.652502,-74.013587,member,1
27,229966,D5DB40852B2BCA01,docked_bike,2021-03-23 13:45:05,2021-03-23 13:56:29,44 St & 2 Ave,3356,44 St & 3 Ave,3315.0,40.652502,-74.013587,40.651173,-74.011405,member,-1
