,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,step
0,208,9B747F6450DCD394,docked_bike,2021-02-06 14:52:08,2021-02-06 14:57:19,Broadway & W 122 St,7783,West End Ave & W 107 St,7650.0,40.812056,-73.961255,40.802117,-73.968181,member,-1
1,269,665D253B57F86346,docked_bike,2021-02-08 16:57:43,2021-02-08 17:05:07,Broadway & W 122 St,7783,Broadway & W 133 St,7903.0,40.812056,-73.961254,40.8190344,-73.956156,member,-1
2,7766,E6BEC1952E69A9C5,docked_bike,2021-02-09 20:47:55,2021-02-09 21:03:01,Broadway & W 122 St,7783,Riverside Dr & W 72 St,7288.0,40.812056,-73.961254,40.78057799010334,-73.98562431335449,member,-1
3,7779,A03372B18309CE8D,docked_bike,2021-02-03 18:57:09,2021-02-03 19:09:56,Broadway & W 122 St,7783,Riverside Dr & W 72 St,7288.0,40.812056,-73.961255,40.780578,-73.985624,member,-1
4,7864,98F51A6672C086C7,docked_bike,2021-02-26 10:16:44,2021-02-26 10:50:56,Broadway & W 122 St,7783,St Ann's Ave & Westchester Ave,7835.0,40.812056,-73.961254,40.815887,-73.911918,member,-1
5,10466,8C74AA18BC251586,docked_bike,2021-02-05 16:52:13,2021-02-05 17:07:23,Broadway & W 122 St,7783,Riverside Dr & W 72 St,7288.0,40.812056,-73.961254,40.78057799010334,-73.98562431335449,member,-1
6,11750,9C8AD6D0D0DDAABA,docked_bike,2021-02-03 21:38:02,2021-02-03 21:57:58,Broadway & W 122 St,7783,Edgecombe Ave & W 141 St,7915.0,40.812056,-73.961255,40.820681,-73.945144,member,-1
7,14458,22C4EB796858F910,docked_bike,2021-02-16 18:50:13,2021-02-16 19:02:20,Broadway & W 122 St,7783,Hamilton Pl & W 140 St,7959.0,40.812056,-73.961254,40.822756,-73.951346,casual,-1
8,16227,294785D86B645D09,docked_bike,2021-02-16 18:52:41,2021-02-16 19:06:23,Broadway & W 122 St,7783,Hamilton Pl & W 140 St,7959.0,40.812056,-73.961255,40.822756,-73.951346,casual,-1
9,32031,1A0BEF042C89E80A,docked_bike,2021-02-28 10:46:06,2021-02-28 10:54:05,Broadway & W 122 St,7783,Riverside Dr & W 148 St,8054.0,40.812056,-73.961254,40.829114,-73.950426,member,-1
10,33330,9B31CA68F6C25DB9,docked_bike,2021-02-11 19:47:41,2021-02-11 19:58:27,Broadway & W 122 St,7783,Riverside Dr & W 148 St,8054.0,40.812056,-73.961254,40.829114,-73.950426,casual,-1
